0.0177484	4.40875		1.94167		9.8979		518	0.0433509	34486		1495		0.00114523
0.0382946	4.29689		0.82006		9.38995		351	0.0940998	25016		2354		0.00202868
0.0234481	4.36773		3.97679		9.70912		950	0.0285159	1543		44		0.00435979
0.0518329	4.08514		2.50893		8.45136		604	0.0505747	2610		132		0.0045119
0.0638803	4.247		2.38472		9.17642		641	0.0963542	384		37		0.0165861
0.0335549	4.33439		2.97571		9.55987		795	0.0758621	1160		88		0.00838806
0.03159		4.28596		2.26336		9.33637		639	0.0824535	3978		328		0.00473671
0.0194075	4.37957		2.19734		9.76216		662	0.0355659	12034		428		0.00174945
0.0199456	4.39476		1.80345		9.83343		518	0.0433509	34486		1495		0.00114523
0.104424	4.08372		0.750742	8.47319		320	0.12963		54		7		0.0520743
0.0187497	4.38578		1.24294		9.79081		374	0.0425385	77953		3316		0.000754259
0.0238858	4.37993		1.91094		9.76619		518	0.0433509	34486		1495		0.00114523
0.0234201	4.35945		2.11893		9.67059		650	0.0218691	13718		300		0.00127634
0.0373		4.33157		1.64671		9.54887		507	0.100188	9582		960		0.00339166
0.0188816	4.40195		2.18514		9.8666		662	0.0355659	12034		428		0.00174945
0.0263712	4.36259		1.51887		9.68673		518	0.0433509	34486		1495		0.00114523
0.0213457	4.36601		1.30393		9.69998		374	0.0425385	77953		3316		0.000754259
0.0163817	4.37848		2.80774		9.75545		806	0.0314495	4229		133		0.00276957
0.0227532	4.39101		4.77646		9.81738		1094	0.0289256	484		14		0.00784171
0.0167629	4.41372		0.780178	9.92075		374	0.0425385	77953		3316		0.000754259
0.0244622	4.34399		1.68272		9.59946		506	0.0230394	38586		889		0.000781569
0.0320958	4.28983		1.21973		9.35432		351	0.0940998	25016		2354		0.00202868
0.0200495	4.37288		1.05583		9.73129		374	0.0425385	77953		3316		0.000754259
0.0471698	4.26019		1.33193		9.22733		352	0.103867	6181		642		0.00430692
0.0638196	4.11297		1.41516		8.5793		461	0.0813187	2275		185		0.00621701
0.0198313	4.40314		1.20603		9.87267		374	0.0425385	77953		3316		0.000754259
0.0230645	4.3876		2.52469		9.80159		662	0.0355659	12034		428		0.00174945
0.0181065	4.38628		1.01568		9.7928		374	0.0425385	77953		3316		0.000754259
0.0308264	4.20304		1.18366		8.96086		339	0.0441548	22557		996		0.00142965
0.0218461	4.39752		0.874774	9.84737		374	0.0425385	77953		3316		0.000754259
0.0322879	4.22148		2.02237		9.04444		483	0.04741		13668		648		0.00190608
0.0346237	4.29597		0.977449	9.38378		351	0.0940998	25016		2354		0.00202868
0.0238524	4.37259		3.03217		9.73194		806	0.0314495	4229		133		0.00276957
0.04765		4.278		2.00164		9.30859		496	0.108992	2936		320		0.00641628
0.0689921	4.14338		1.56218		8.71584		473	0.0963331	1609		155		0.00810179
0.0209165	4.31148		2.20805		9.44759		650	0.0218691	13718		300		0.00127634
0.0301625	4.36593		0.827285	9.70431		375	0.0633304	19343		1225		0.00186586
0.0244847	4.38013		0.752928	9.76744		374	0.0425385	77953		3316		0.000754259
0.0317979	4.32799		1.55822		9.52941		507	0.100188	9582		960		0.00339166
0.03101		4.34407		1.20522		9.60328		363	0.095604	21861		2090		0.00218892
0.018408	4.40927		0.844875	9.9007		374	0.0425385	77953		3316		0.000754259
0.0176159	4.37777		1.19741		9.75277		374	0.0425385	77953		3316		0.000754259
0.0206144	4.37012		1.20656		9.71871		374	0.0425385	77953		3316		0.000754259
0.0183837	4.38544		1.05831		9.78903		374	0.0425385	77953		3316		0.000754259
0.0251066	4.37448		0.963497	9.74145		374	0.0425385	77953		3316		0.000754259
0.019486	4.3947		1.42018		9.83292		518	0.0433509	34486		1495		0.00114523
0.0251443	4.3002		3.56628		9.39811		938	0.0146125	1574		23		0.00306909
0.0302233	4.18929		1.85229		8.89905		483	0.04741		13668		648		0.00190608
0.0514219	4.23494		1.59593		9.11526		484	0.102259	3364		344		0.00578849
0.0192896	4.34345		0.755501	9.59416		362	0.0216547	87325		1891		0.000503337
0.0322113	4.32382		1.15315		9.51039		363	0.095604	21861		2090		0.00218892
0.0230401	4.3935		0.70576		9.8292		374	0.0425385	77953		3316		0.000754259
0.0304093	4.31765		0.703254	9.48103		363	0.095604	21861		2090		0.00218892
0.0260295	40.27849		2.65271		9.29932		638	0.00175384	15965		28		0.000331734
0.0208338	40.27542		0.973594	9.28256		350	0.0021637	99367		215		0.000147722
